saving to ./results/resnet_cifar100_binary_lr_0.0001
creating model resnet_binary
created model with configuration: {'input_size': None, 'dataset': 'cifar100'}
number of parameters: 4367100
Files already downloaded and verified
Files already downloaded and verified
training regime: {0: {'optimizer': 'Adam', 'lr': 0.0001}}
/content/BinaryNet.pytorch/models/resnet_binary.py:148: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  x = self.logsoftmax(x)
TRAINING - Epoch: [0][0/196]	Time 4.014 (4.014)	Data 0.638 (0.638)	Loss 5.1435 (5.1435)	Prec@1 1.562 (1.562)	Prec@5 5.078 (5.078)
TRAINING - Epoch: [53][110/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 2.6245 (2.5187)	Prec@1 33.984 (38.024)	Prec@5 66.797 (68.637)
TRAINING - Epoch: [53][120/196]	Time 0.475 (0.484)	Data 0.000 (0.006)	Loss 2.4365 (2.5172)	Prec@1 41.406 (38.117)	Prec@5 69.141 (68.676)
TRAINING - Epoch: [53][130/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.4747 (2.5182)	Prec@1 38.672 (38.076)	Prec@5 68.750 (68.675)
TRAINING - Epoch: [53][140/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 2.3347 (2.5208)	Prec@1 40.234 (37.921)	Prec@5 75.391 (68.653)
TRAINING - Epoch: [53][150/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.4600 (2.5233)	Prec@1 39.844 (37.901)	Prec@5 73.828 (68.623)
TRAINING - Epoch: [53][160/196]	Time 0.478 (0.483)	Data 0.000 (0.004)	Loss 2.5048 (2.5231)	Prec@1 37.891 (37.912)	Prec@5 70.703 (68.634)
TRAINING - Epoch: [53][170/196]	Time 0.477 (0.482)	Data 0.000 (0.004)	Loss 2.6055 (2.5223)	Prec@1 35.547 (37.925)	Prec@5 65.234 (68.713)
TRAINING - Epoch: [53][180/196]	Time 0.482 (0.482)	Data 0.000 (0.004)	Loss 2.6255 (2.5230)	Prec@1 32.422 (37.917)	Prec@5 67.188 (68.681)
TRAINING - Epoch: [53][190/196]	Time 0.477 (0.482)	Data 0.000 (0.004)	Loss 2.4778 (2.5262)	Prec@1 39.062 (37.823)	Prec@5 67.969 (68.588)
EVALUATING - Epoch: [53][0/40]	Time 0.730 (0.730)	Data 0.546 (0.546)	Loss 2.4646 (2.4646)	Prec@1 42.188 (42.188)	Prec@5 66.797 (66.797)
EVALUATING - Epoch: [53][10/40]	Time 0.161 (0.228)	Data 0.000 (0.057)	Loss 2.5735 (2.5989)	Prec@1 35.547 (36.399)	Prec@5 69.141 (66.193)
EVALUATING - Epoch: [53][20/40]	Time 0.160 (0.196)	Data 0.000 (0.030)	Loss 2.4590 (2.5932)	Prec@1 35.156 (36.310)	Prec@5 71.094 (66.313)
EVALUATING - Epoch: [53][30/40]	Time 0.158 (0.184)	Data 0.000 (0.020)	Loss 2.8060 (2.6104)	Prec@1 34.375 (35.711)	Prec@5 64.062 (66.116)

 Epoch: 54	Training Loss 2.5284 	Training Prec@1 37.806 	Training Prec@5 68.524 	Validation Loss 2.6018 	Validation Prec@1 36.040 	Validation Prec@5 66.290 

TRAINING - Epoch: [54][0/196]	Time 1.152 (1.152)	Data 0.778 (0.778)	Loss 2.5303 (2.5303)	Prec@1 36.328 (36.328)	Prec@5 70.703 (70.703)
TRAINING - Epoch: [54][10/196]	Time 0.480 (0.530)	Data 0.000 (0.072)	Loss 2.4784 (2.5413)	Prec@1 37.500 (37.216)	Prec@5 70.703 (68.643)
TRAINING - Epoch: [54][20/196]	Time 0.479 (0.505)	Data 0.000 (0.038)	Loss 2.6196 (2.5326)	Prec@1 35.938 (37.612)	Prec@5 63.672 (68.490)
TRAINING - Epoch: [54][30/196]	Time 0.480 (0.497)	Data 0.000 (0.026)	Loss 2.4223 (2.5232)	Prec@1 42.969 (38.193)	Prec@5 72.266 (68.662)
TRAINING - Epoch: [54][40/196]	Time 0.478 (0.493)	Data 0.000 (0.020)	Loss 2.5327 (2.5318)	Prec@1 39.844 (38.081)	Prec@5 67.969 (68.436)
TRAINING - Epoch: [54][50/196]	Time 0.478 (0.490)	Data 0.000 (0.016)	Loss 2.4279 (2.5220)	Prec@1 40.625 (38.013)	Prec@5 73.828 (68.850)
TRAINING - Epoch: [54][60/196]	Time 0.481 (0.488)	Data 0.000 (0.013)	Loss 2.5216 (2.5154)	Prec@1 41.016 (38.128)	Prec@5 67.188 (68.955)
TRAINING - Epoch: [54][70/196]	Time 0.481 (0.487)	Data 0.000 (0.011)	Loss 2.5293 (2.5172)	Prec@1 35.547 (37.918)	Prec@5 69.141 (68.860)
TRAINING - Epoch: [54][80/196]	Time 0.477 (0.486)	Data 0.000 (0.010)	Loss 2.5063 (2.5200)	Prec@1 37.500 (37.789)	Prec@5 68.750 (68.953)
TRAINING - Epoch: [54][90/196]	Time 0.487 (0.486)	Data 0.000 (0.009)	Loss 2.5561 (2.5239)	Prec@1 35.156 (37.637)	Prec@5 74.219 (69.012)
TRAINING - Epoch: [54][100/196]	Time 0.480 (0.485)	Data 0.000 (0.008)	Loss 2.4454 (2.5199)	Prec@1 39.453 (37.852)	Prec@5 71.484 (69.168)
TRAINING - Epoch: [54][110/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 2.5141 (2.5222)	Prec@1 37.891 (37.908)	Prec@5 69.141 (69.017)
TRAINING - Epoch: [54][120/196]	Time 0.478 (0.484)	Data 0.000 (0.007)	Loss 2.6100 (2.5224)	Prec@1 34.375 (37.887)	Prec@5 66.016 (68.928)
TRAINING - Epoch: [54][130/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 2.4557 (2.5255)	Prec@1 43.359 (37.762)	Prec@5 69.922 (68.893)
TRAINING - Epoch: [54][140/196]	Time 0.478 (0.483)	Data 0.000 (0.006)	Loss 2.7304 (2.5249)	Prec@1 33.203 (37.796)	Prec@5 64.062 (68.913)
TRAINING - Epoch: [54][150/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.3427 (2.5207)	Prec@1 42.969 (37.867)	Prec@5 73.828 (69.011)
TRAINING - Epoch: [54][160/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.4692 (2.5178)	Prec@1 40.625 (37.908)	Prec@5 72.656 (69.061)
TRAINING - Epoch: [54][170/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.6208 (2.5186)	Prec@1 39.453 (37.941)	Prec@5 67.969 (68.992)
TRAINING - Epoch: [54][180/196]	Time 0.478 (0.482)	Data 0.000 (0.005)	Loss 2.6241 (2.5237)	Prec@1 35.938 (37.746)	Prec@5 65.625 (68.847)
TRAINING - Epoch: [54][190/196]	Time 0.474 (0.482)	Data 0.000 (0.004)	Loss 2.4652 (2.5226)	Prec@1 41.016 (37.741)	Prec@5 68.359 (68.803)
EVALUATING - Epoch: [54][0/40]	Time 0.740 (0.740)	Data 0.560 (0.560)	Loss 2.5673 (2.5673)	Prec@1 37.109 (37.109)	Prec@5 67.969 (67.969)
EVALUATING - Epoch: [54][10/40]	Time 0.160 (0.222)	Data 0.000 (0.054)	Loss 2.7011 (2.6361)	Prec@1 33.984 (34.837)	Prec@5 64.062 (64.737)
EVALUATING - Epoch: [54][20/40]	Time 0.160 (0.192)	Data 0.000 (0.028)	Loss 2.5249 (2.6260)	Prec@1 35.938 (35.231)	Prec@5 66.797 (65.272)
EVALUATING - Epoch: [54][30/40]	Time 0.160 (0.181)	Data 0.000 (0.019)	Loss 2.8606 (2.6338)	Prec@1 33.203 (35.169)	Prec@5 62.109 (65.436)

 Epoch: 55	Training Loss 2.5225 	Training Prec@1 37.772 	Training Prec@5 68.810 	Validation Loss 2.6326 	Validation Prec@1 35.150 	Validation Prec@5 65.550 

TRAINING - Epoch: [55][0/196]	Time 1.243 (1.243)	Data 0.872 (0.872)	Loss 2.5967 (2.5967)	Prec@1 36.328 (36.328)	Prec@5 68.359 (68.359)
TRAINING - Epoch: [55][10/196]	Time 0.477 (0.537)	Data 0.000 (0.080)	Loss 2.6114 (2.5381)	Prec@1 34.766 (37.074)	Prec@5 67.969 (69.283)
TRAINING - Epoch: [55][20/196]	Time 0.483 (0.509)	Data 0.000 (0.042)	Loss 2.4372 (2.5617)	Prec@1 40.234 (37.202)	Prec@5 68.750 (68.378)
TRAINING - Epoch: [55][30/196]	Time 0.484 (0.500)	Data 0.000 (0.028)	Loss 2.4574 (2.5584)	Prec@1 40.234 (37.336)	Prec@5 69.922 (68.246)
TRAINING - Epoch: [55][40/196]	Time 0.478 (0.495)	Data 0.000 (0.022)	Loss 2.5751 (2.5429)	Prec@1 37.109 (37.662)	Prec@5 67.578 (68.702)
TRAINING - Epoch: [55][50/196]	Time 0.476 (0.492)	Data 0.000 (0.017)	Loss 2.3777 (2.5334)	Prec@1 42.578 (37.676)	Prec@5 71.484 (68.903)
TRAINING - Epoch: [55][60/196]	Time 0.481 (0.490)	Data 0.000 (0.015)	Loss 2.6351 (2.5219)	Prec@1 35.938 (37.942)	Prec@5 63.281 (69.083)
TRAINING - Epoch: [55][70/196]	Time 0.490 (0.489)	Data 0.000 (0.013)	Loss 2.4301 (2.5188)	Prec@1 38.672 (38.122)	Prec@5 71.484 (69.190)
TRAINING - Epoch: [55][80/196]	Time 0.477 (0.487)	Data 0.000 (0.011)	Loss 2.4204 (2.5224)	Prec@1 42.969 (37.997)	Prec@5 70.703 (69.102)
TRAINING - Epoch: [55][90/196]	Time 0.479 (0.486)	Data 0.000 (0.010)	Loss 2.4967 (2.5153)	Prec@1 39.453 (38.118)	Prec@5 67.969 (69.179)
TRAINING - Epoch: [55][100/196]	Time 0.480 (0.486)	Data 0.000 (0.009)	Loss 2.4203 (2.5115)	Prec@1 39.453 (38.324)	Prec@5 71.484 (69.233)
TRAINING - Epoch: [55][110/196]	Time 0.476 (0.485)	Data 0.000 (0.008)	Loss 2.6208 (2.5123)	Prec@1 36.328 (38.334)	Prec@5 66.797 (69.172)
TRAINING - Epoch: [55][120/196]	Time 0.474 (0.485)	Data 0.000 (0.007)	Loss 2.5747 (2.5106)	Prec@1 35.938 (38.336)	Prec@5 64.062 (69.128)
TRAINING - Epoch: [55][130/196]	Time 0.478 (0.484)	Data 0.000 (0.007)	Loss 2.6019 (2.5095)	Prec@1 38.281 (38.344)	Prec@5 67.969 (69.167)
TRAINING - Epoch: [55][140/196]	Time 0.487 (0.484)	Data 0.000 (0.006)	Loss 2.6125 (2.5084)	Prec@1 32.812 (38.334)	Prec@5 63.281 (69.210)
TRAINING - Epoch: [55][150/196]	Time 0.478 (0.484)	Data 0.000 (0.006)	Loss 2.5465 (2.5083)	Prec@1 36.719 (38.377)	Prec@5 67.578 (69.254)
TRAINING - Epoch: [55][160/196]	Time 0.479 (0.483)	Data 0.000 (0.006)	Loss 2.5286 (2.5069)	Prec@1 40.234 (38.420)	Prec@5 70.703 (69.330)
TRAINING - Epoch: [55][170/196]	Time 0.471 (0.483)	Data 0.000 (0.005)	Loss 2.5297 (2.5071)	Prec@1 33.984 (38.455)	Prec@5 70.312 (69.358)
TRAINING - Epoch: [55][180/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 2.3267 (2.5061)	Prec@1 40.625 (38.432)	Prec@5 73.828 (69.352)
TRAINING - Epoch: [55][190/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.4978 (2.5060)	Prec@1 38.672 (38.400)	Prec@5 69.141 (69.382)
EVALUATING - Epoch: [55][0/40]	Time 0.863 (0.863)	Data 0.667 (0.667)	Loss 2.4642 (2.4642)	Prec@1 38.672 (38.672)	Prec@5 69.922 (69.922)
EVALUATING - Epoch: [55][10/40]	Time 0.158 (0.231)	Data 0.000 (0.062)	Loss 2.5226 (2.5616)	Prec@1 39.062 (36.825)	Prec@5 70.703 (66.974)
EVALUATING - Epoch: [55][20/40]	Time 0.158 (0.197)	Data 0.000 (0.032)	Loss 2.4573 (2.5456)	Prec@1 38.672 (37.091)	Prec@5 67.969 (67.113)
EVALUATING - Epoch: [55][30/40]	Time 0.159 (0.185)	Data 0.000 (0.022)	Loss 2.7781 (2.5698)	Prec@1 33.203 (36.454)	Prec@5 61.719 (66.809)

 Epoch: 56	Training Loss 2.5061 	Training Prec@1 38.386 	Training Prec@5 69.370 	Validation Loss 2.5608 	Validation Prec@1 36.730 	Validation Prec@5 67.040 

TRAINING - Epoch: [56][0/196]	Time 1.205 (1.205)	Data 0.829 (0.829)	Loss 2.6515 (2.6515)	Prec@1 33.203 (33.203)	Prec@5 69.141 (69.141)
TRAINING - Epoch: [56][10/196]	Time 0.481 (0.534)	Data 0.000 (0.076)	Loss 2.4646 (2.5047)	Prec@1 37.891 (38.175)	Prec@5 69.531 (69.496)
TRAINING - Epoch: [56][20/196]	Time 0.478 (0.508)	Data 0.000 (0.040)	Loss 2.4356 (2.5349)	Prec@1 41.016 (37.407)	Prec@5 70.312 (67.932)
TRAINING - Epoch: [56][30/196]	Time 0.481 (0.499)	Data 0.000 (0.027)	Loss 2.4516 (2.5271)	Prec@1 41.797 (37.651)	Prec@5 71.875 (68.397)
TRAINING - Epoch: [56][40/196]	Time 0.476 (0.494)	Data 0.000 (0.021)	Loss 2.6096 (2.5146)	Prec@1 35.547 (37.891)	Prec@5 66.016 (68.607)
TRAINING - Epoch: [56][50/196]	Time 0.481 (0.491)	Data 0.000 (0.017)	Loss 2.4218 (2.5101)	Prec@1 42.188 (38.251)	Prec@5 73.047 (68.903)
TRAINING - Epoch: [56][60/196]	Time 0.483 (0.489)	Data 0.000 (0.014)	Loss 2.3575 (2.5034)	Prec@1 42.188 (38.332)	Prec@5 72.266 (68.961)
TRAINING - Epoch: [56][70/196]	Time 0.480 (0.488)	Data 0.000 (0.012)	Loss 2.5236 (2.5001)	Prec@1 37.891 (38.353)	Prec@5 65.234 (69.031)
TRAINING - Epoch: [56][80/196]	Time 0.479 (0.487)	Data 0.000 (0.010)	Loss 2.5468 (2.5001)	Prec@1 36.328 (38.363)	Prec@5 70.312 (69.049)
TRAINING - Epoch: [56][90/196]	Time 0.473 (0.486)	Data 0.000 (0.009)	Loss 2.4727 (2.5015)	Prec@1 39.844 (38.359)	Prec@5 71.875 (69.012)
TRAINING - Epoch: [56][100/196]	Time 0.482 (0.485)	Data 0.000 (0.008)	Loss 2.4816 (2.5033)	Prec@1 34.766 (38.262)	Prec@5 70.312 (69.028)
TRAINING - Epoch: [56][110/196]	Time 0.477 (0.485)	Data 0.000 (0.008)	Loss 2.5499 (2.5050)	Prec@1 36.328 (38.123)	Prec@5 69.531 (69.077)
TRAINING - Epoch: [56][120/196]	Time 0.479 (0.484)	Data 0.000 (0.007)	Loss 2.5836 (2.4981)	Prec@1 36.719 (38.297)	Prec@5 65.234 (69.186)
TRAINING - Epoch: [56][130/196]	Time 0.493 (0.484)	Data 0.000 (0.007)	Loss 2.4779 (2.4934)	Prec@1 43.359 (38.353)	Prec@5 68.359 (69.290)
TRAINING - Epoch: [56][140/196]	Time 0.483 (0.484)	Data 0.000 (0.006)	Loss 2.4925 (2.4932)	Prec@1 41.406 (38.428)	Prec@5 66.406 (69.293)
TRAINING - Epoch: [56][150/196]	Time 0.492 (0.483)	Data 0.000 (0.006)	Loss 2.4104 (2.4916)	Prec@1 41.797 (38.480)	Prec@5 71.094 (69.291)
TRAINING - Epoch: [56][160/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.3886 (2.4900)	Prec@1 40.234 (38.487)	Prec@5 68.359 (69.274)
TRAINING - Epoch: [56][170/196]	Time 0.481 (0.483)	Data 0.000 (0.005)	Loss 2.5373 (2.4902)	Prec@1 41.016 (38.558)	Prec@5 67.578 (69.285)
TRAINING - Epoch: [56][180/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 2.5095 (2.4935)	Prec@1 35.156 (38.441)	Prec@5 69.141 (69.212)
TRAINING - Epoch: [56][190/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.5836 (2.4942)	Prec@1 37.891 (38.392)	Prec@5 65.234 (69.204)
EVALUATING - Epoch: [56][0/40]	Time 0.757 (0.757)	Data 0.562 (0.562)	Loss 2.4415 (2.4415)	Prec@1 40.625 (40.625)	Prec@5 71.875 (71.875)
EVALUATING - Epoch: [56][10/40]	Time 0.160 (0.225)	Data 0.000 (0.052)	Loss 2.5609 (2.5503)	Prec@1 37.500 (37.429)	Prec@5 66.797 (67.720)
EVALUATING - Epoch: [56][20/40]	Time 0.159 (0.194)	Data 0.000 (0.028)	Loss 2.4547 (2.5481)	Prec@1 39.453 (37.426)	Prec@5 69.922 (67.374)
EVALUATING - Epoch: [56][30/40]	Time 0.160 (0.183)	Data 0.000 (0.019)	Loss 2.7631 (2.5592)	Prec@1 36.328 (37.172)	Prec@5 61.719 (66.822)

 Epoch: 57	Training Loss 2.4961 	Training Prec@1 38.346 	Training Prec@5 69.162 	Validation Loss 2.5530 	Validation Prec@1 37.120 	Validation Prec@5 66.970 

TRAINING - Epoch: [57][0/196]	Time 1.224 (1.224)	Data 0.846 (0.846)	Loss 2.3443 (2.3443)	Prec@1 42.969 (42.969)	Prec@5 72.656 (72.656)
TRAINING - Epoch: [57][10/196]	Time 0.478 (0.535)	Data 0.000 (0.079)	Loss 2.4528 (2.5008)	Prec@1 41.406 (37.855)	Prec@5 71.094 (69.105)
TRAINING - Epoch: [57][20/196]	Time 0.481 (0.509)	Data 0.000 (0.041)	Loss 2.4923 (2.5202)	Prec@1 39.453 (37.295)	Prec@5 66.797 (68.638)
TRAINING - Epoch: [57][30/196]	Time 0.480 (0.499)	Data 0.000 (0.028)	Loss 2.3663 (2.4978)	Prec@1 39.453 (37.865)	Prec@5 69.922 (69.178)
TRAINING - Epoch: [57][40/196]	Time 0.479 (0.494)	Data 0.000 (0.021)	Loss 2.4743 (2.4929)	Prec@1 41.406 (38.148)	Prec@5 69.531 (69.350)
TRAINING - Epoch: [57][50/196]	Time 0.478 (0.492)	Data 0.000 (0.017)	Loss 2.4527 (2.4859)	Prec@1 40.625 (38.327)	Prec@5 70.312 (69.485)
TRAINING - Epoch: [57][60/196]	Time 0.479 (0.490)	Data 0.000 (0.014)	Loss 2.3171 (2.4710)	Prec@1 44.531 (38.781)	Prec@5 74.219 (69.877)
TRAINING - Epoch: [57][70/196]	Time 0.478 (0.488)	Data 0.000 (0.012)	Loss 2.4540 (2.4705)	Prec@1 37.109 (38.749)	Prec@5 72.656 (69.927)
TRAINING - Epoch: [57][80/196]	Time 0.477 (0.487)	Data 0.000 (0.011)	Loss 2.4308 (2.4695)	Prec@1 39.844 (38.788)	Prec@5 69.531 (69.975)
TRAINING - Epoch: [57][90/196]	Time 0.479 (0.486)	Data 0.000 (0.010)	Loss 2.4936 (2.4683)	Prec@1 36.719 (38.809)	Prec@5 73.438 (70.021)
TRAINING - Epoch: [57][100/196]	Time 0.477 (0.486)	Data 0.000 (0.009)	Loss 2.4321 (2.4724)	Prec@1 39.453 (38.803)	Prec@5 71.094 (69.906)
TRAINING - Epoch: [57][110/196]	Time 0.473 (0.485)	Data 0.000 (0.008)	Loss 2.5298 (2.4760)	Prec@1 39.453 (38.654)	Prec@5 66.406 (69.841)
TRAINING - Epoch: [57][120/196]	Time 0.478 (0.485)	Data 0.000 (0.007)	Loss 2.2168 (2.4748)	Prec@1 42.969 (38.623)	Prec@5 75.000 (69.822)
TRAINING - Epoch: [57][130/196]	Time 0.477 (0.484)	Data 0.000 (0.007)	Loss 2.4354 (2.4747)	Prec@1 39.844 (38.678)	Prec@5 71.484 (69.770)
TRAINING - Epoch: [57][140/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 2.3735 (2.4767)	Prec@1 42.969 (38.592)	Prec@5 70.312 (69.648)
TRAINING - Epoch: [57][150/196]	Time 0.477 (0.484)	Data 0.000 (0.006)	Loss 2.6194 (2.4773)	Prec@1 36.328 (38.587)	Prec@5 65.625 (69.676)
TRAINING - Epoch: [57][160/196]	Time 0.481 (0.483)	Data 0.000 (0.006)	Loss 2.3606 (2.4719)	Prec@1 40.234 (38.713)	Prec@5 72.656 (69.791)
TRAINING - Epoch: [57][170/196]	Time 0.485 (0.483)	Data 0.000 (0.005)	Loss 2.5090 (2.4735)	Prec@1 38.281 (38.660)	Prec@5 70.703 (69.751)
TRAINING - Epoch: [57][180/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 2.4813 (2.4735)	Prec@1 39.453 (38.765)	Prec@5 66.797 (69.691)
TRAINING - Epoch: [57][190/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.5202 (2.4732)	Prec@1 37.109 (38.760)	Prec@5 69.531 (69.681)
EVALUATING - Epoch: [57][0/40]	Time 0.841 (0.841)	Data 0.651 (0.651)	Loss 2.4326 (2.4326)	Prec@1 40.234 (40.234)	Prec@5 72.266 (72.266)
EVALUATING - Epoch: [57][10/40]	Time 0.159 (0.229)	Data 0.000 (0.060)	Loss 2.4987 (2.5399)	Prec@1 36.328 (36.364)	Prec@5 66.797 (67.259)
EVALUATING - Epoch: [57][20/40]	Time 0.160 (0.196)	Data 0.000 (0.032)	Loss 2.4562 (2.5260)	Prec@1 39.453 (36.793)	Prec@5 69.141 (67.541)
EVALUATING - Epoch: [57][30/40]	Time 0.159 (0.184)	Data 0.000 (0.021)	Loss 2.7422 (2.5368)	Prec@1 33.984 (36.883)	Prec@5 66.406 (67.477)

 Epoch: 58	Training Loss 2.4735 	Training Prec@1 38.760 	Training Prec@5 69.690 	Validation Loss 2.5281 	Validation Prec@1 37.310 	Validation Prec@5 67.680 

TRAINING - Epoch: [58][0/196]	Time 1.160 (1.160)	Data 0.810 (0.810)	Loss 2.4085 (2.4085)	Prec@1 38.281 (38.281)	Prec@5 71.484 (71.484)
TRAINING - Epoch: [58][10/196]	Time 0.479 (0.534)	Data 0.000 (0.075)	Loss 2.3180 (2.4502)	Prec@1 40.625 (38.317)	Prec@5 73.828 (70.561)
TRAINING - Epoch: [58][20/196]	Time 0.479 (0.508)	Data 0.000 (0.039)	Loss 2.2874 (2.4666)	Prec@1 43.750 (38.523)	Prec@5 75.391 (70.480)
TRAINING - Epoch: [58][30/196]	Time 0.477 (0.499)	Data 0.000 (0.027)	Loss 2.4387 (2.4766)	Prec@1 41.797 (38.558)	Prec@5 69.922 (70.300)
TRAINING - Epoch: [58][40/196]	Time 0.484 (0.494)	Data 0.000 (0.020)	Loss 2.4003 (2.4732)	Prec@1 46.094 (38.777)	Prec@5 69.141 (70.255)
TRAINING - Epoch: [58][50/196]	Time 0.487 (0.491)	Data 0.000 (0.016)	Loss 2.6341 (2.4722)	Prec@1 37.500 (38.764)	Prec@5 66.797 (70.121)
TRAINING - Epoch: [58][60/196]	Time 0.479 (0.489)	Data 0.000 (0.014)	Loss 2.3798 (2.4697)	Prec@1 39.844 (38.864)	Prec@5 74.609 (70.165)
TRAINING - Epoch: [58][70/196]	Time 0.481 (0.488)	Data 0.000 (0.012)	Loss 2.4761 (2.4671)	Prec@1 41.797 (38.936)	Prec@5 70.312 (70.290)
TRAINING - Epoch: [58][80/196]	Time 0.479 (0.487)	Data 0.000 (0.010)	Loss 2.4778 (2.4612)	Prec@1 37.891 (38.942)	Prec@5 71.094 (70.385)
TRAINING - Epoch: [58][90/196]	Time 0.480 (0.486)	Data 0.000 (0.009)	Loss 2.6502 (2.4647)	Prec@1 33.984 (38.856)	Prec@5 64.453 (70.248)
TRAINING - Epoch: [58][100/196]	Time 0.477 (0.486)	Data 0.000 (0.008)	Loss 2.4552 (2.4675)	Prec@1 37.891 (38.850)	Prec@5 71.094 (70.193)
TRAINING - Epoch: [58][110/196]	Time 0.480 (0.485)	Data 0.000 (0.008)	Loss 2.4325 (2.4676)	Prec@1 39.453 (38.827)	Prec@5 67.969 (70.122)
TRAINING - Epoch: [58][120/196]	Time 0.478 (0.484)	Data 0.000 (0.007)	Loss 2.3958 (2.4659)	Prec@1 39.062 (38.943)	Prec@5 73.438 (70.200)
TRAINING - Epoch: [58][130/196]	Time 0.477 (0.484)	Data 0.000 (0.006)	Loss 2.4531 (2.4632)	Prec@1 39.453 (38.925)	Prec@5 66.016 (70.250)
TRAINING - Epoch: [58][140/196]	Time 0.476 (0.484)	Data 0.000 (0.006)	Loss 2.4443 (2.4646)	Prec@1 41.016 (38.971)	Prec@5 69.531 (70.166)
TRAINING - Epoch: [58][150/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 2.4849 (2.4644)	Prec@1 39.453 (39.044)	Prec@5 68.359 (70.170)
TRAINING - Epoch: [58][160/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.5467 (2.4642)	Prec@1 36.719 (38.990)	Prec@5 66.016 (70.123)
TRAINING - Epoch: [58][170/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.3582 (2.4634)	Prec@1 40.625 (38.955)	Prec@5 73.438 (70.114)
TRAINING - Epoch: [58][180/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.6392 (2.4632)	Prec@1 35.938 (39.024)	Prec@5 66.406 (70.103)
TRAINING - Epoch: [58][190/196]	Time 0.474 (0.483)	Data 0.000 (0.004)	Loss 2.3893 (2.4642)	Prec@1 39.453 (39.005)	Prec@5 73.047 (70.071)
EVALUATING - Epoch: [58][0/40]	Time 0.803 (0.803)	Data 0.622 (0.622)	Loss 2.4561 (2.4561)	Prec@1 38.672 (38.672)	Prec@5 72.656 (72.656)
EVALUATING - Epoch: [58][10/40]	Time 0.161 (0.225)	Data 0.000 (0.058)	Loss 2.5900 (2.5329)	Prec@1 36.328 (38.139)	Prec@5 67.188 (67.472)
EVALUATING - Epoch: [58][20/40]	Time 0.159 (0.194)	Data 0.000 (0.030)	Loss 2.4078 (2.5227)	Prec@1 37.891 (37.928)	Prec@5 71.875 (67.615)
EVALUATING - Epoch: [58][30/40]	Time 0.158 (0.183)	Data 0.000 (0.021)	Loss 2.7754 (2.5400)	Prec@1 33.203 (37.626)	Prec@5 60.938 (67.339)

 Epoch: 59	Training Loss 2.4642 	Training Prec@1 38.984 	Training Prec@5 70.050 	Validation Loss 2.5380 	Validation Prec@1 37.570 	Validation Prec@5 67.490 

TRAINING - Epoch: [59][0/196]	Time 1.193 (1.193)	Data 0.821 (0.821)	Loss 2.3684 (2.3684)	Prec@1 44.531 (44.531)	Prec@5 69.531 (69.531)
TRAINING - Epoch: [59][10/196]	Time 0.473 (0.533)	Data 0.000 (0.077)	Loss 2.7161 (2.5453)	Prec@1 32.031 (36.577)	Prec@5 65.625 (68.643)
TRAINING - Epoch: [59][20/196]	Time 0.482 (0.508)	Data 0.000 (0.040)	Loss 2.3375 (2.5119)	Prec@1 42.578 (37.463)	Prec@5 75.000 (69.271)
TRAINING - Epoch: [59][30/196]	Time 0.475 (0.499)	Data 0.000 (0.027)	Loss 2.5249 (2.5040)	Prec@1 40.234 (37.941)	Prec@5 64.844 (69.191)
TRAINING - Epoch: [59][40/196]	Time 0.479 (0.494)	Data 0.000 (0.021)	Loss 2.4984 (2.4953)	Prec@1 42.578 (38.491)	Prec@5 68.359 (69.179)
TRAINING - Epoch: [59][50/196]	Time 0.482 (0.491)	Data 0.000 (0.017)	Loss 2.5230 (2.4718)	Prec@1 41.406 (38.879)	Prec@5 67.188 (69.700)
TRAINING - Epoch: [59][60/196]	Time 0.480 (0.489)	Data 0.000 (0.014)	Loss 2.4315 (2.4665)	Prec@1 40.234 (39.062)	Prec@5 74.609 (69.890)
TRAINING - Epoch: [59][70/196]	Time 0.482 (0.488)	Data 0.000 (0.012)	Loss 2.3358 (2.4641)	Prec@1 41.016 (38.936)	Prec@5 73.438 (69.971)
